System Name,Other Names,Bayer,Flamsteed,Variable Star Flag,Variable Type,Variable Star Designation,Constellation,Obsolete Designation,Henry Draper,Redundant HD Designation,Yale Catalogue of Bright Stars (HR),Hipparcos,Smithsonian,Other Designations,Gaia,Notes,Object Type (SIMBAD),Glat,Glon,Parallax,Spectral Type (SIMBAD),Number of Stars,Star Name 1,Star Name 2,Star Name 3,Star Name 4,System Age (Gyr),System Metallicity (dex),System Metallicity (Z),Known Exoplanets,Spectral Type 1,Spectral Type 2,Spectral Type 3,Spectral Type 4,Mass 1 (Msol),Radius 1 (Rsol),Temperature 1 (K),Mass 2 (Msol),Radius 2 (Rsol),Temperature 2 (K),Mass 3 (Msol),Radius 3 (Rsol),Temperature 3 (K),Mass 4 (Msol),Radius 4 (Rsol),Temperature 4 (K),,
c01 Cen,,c-1,{{Flamsteed}},,,,Cen,,HD 129456 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,PM*,327.4824194,22.2922668,14.5082,K3IIIb ,,,,,,,,,,,,,,,,,,,,,,,,,,,
C02 Cen,,C-2,{{Flamsteed}},,,,Cen,,HD 100825 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,PM*,289.9862173,13.3230749,17.1828,F0V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
c02 Cen,,c-2,{{Flamsteed}},,,,Cen,,HD 129685 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,* ,327.7348561,22.15260081,14.2784,A0IVnn ,,,,,,,,,,,,,,,,,,,,,,,,,,,
C03 Cen,,C-3,{{Flamsteed}},,,,Cen,,HD 101067 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,PM*,290.2891989,13.30286361,8.8214,K2III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
chi Cen,,Chi,{{Flamsteed}},,,,Cen,,HD 122980 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,bC*,317.7303984,19.53832085,6.4882,B2V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
D Cen,,D,{{Flamsteed}},,,,Cen,,HD 106321 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,** ,296.1342832,16.65371287,5.71,K3III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
d Cen,,d,{{Flamsteed}},,,,Cen,,HD 117440 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,** ,311.2200858,22.8261934,3.6,G8II/III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
del Cen,,Delta,{{Flamsteed}},,,,Cen,,HD 105435 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,Be*,295.9963489,11.56828203,5.7179,B2Vne ,,,,,,,,,,,,,,,,,,,,,,,,,,,
E Cen,,E,{{Flamsteed}},,,,Cen,,HD 105416 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,* ,295.6230004,13.56530953,6.0457,B9.5/A0V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
e Cen,,e,{{Flamsteed}},,,,Cen,,HD 111915 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,PM*,303.215663,13.9275107,10.3334,K3/4III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
eps Cen,,Epsilon,{{Flamsteed}},,,,Cen,,HD 118716 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,bC*,310.1919226,8.72102498,7.63,B1III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
eta Cen,,Eta,{{Flamsteed}},,,,Cen,,HD 127972 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,Be*,322.7740042,16.6691349,10.67,B2Ve ,,,,,,,,,,,,,,,,,,,,,,,,,,,
eta Cen,,Eta,{{Flamsteed}},,,,Cen,,HD 127973 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,Be*,322.7740042,16.6691349,10.67,B2Ve ,,,,,,,,,,,,,,,,,,,,,,,,,,,
F Cen,,F,{{Flamsteed}},,,,Cen,,HD 107079 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,PM*,298.2676899,7.434696476,6.8899,M1III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
f Cen,,f,{{Flamsteed}},,,,Cen,,HD 113703 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,Pu*,305.470225,14.33530202,8.1592,B4V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
G Cen,,G,{{Flamsteed}},,,,Cen,,HD 108257 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,Pu*,298.9801403,11.22988798,7.3452,B3V(n) ,,,,,,,,,,,,,,,,,,,,,,,,,,,
g Cen,,g,{{Flamsteed}},,,,Cen,,HD 120323 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP*,316.3210561,26.90830132,15.8468,M5-III: ,,,,,,,,,,,,,,,,,,,,,,,,,,,
gam Cen,,Gamma,{{Flamsteed}},,,,Cen,,HD 110304 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,** ,301.2548012,13.87956809,25.06,A1IV+A0IV ,,,,,,,,,,,,,,,,,,,,,,,,,,,
H Cen,,H,{{Flamsteed}},,,,Cen,,HD 112409 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,Pu*,303.8331719,11.66313368,7.7665,B2IV ,,,,,,,,,,,,,,,,,,,,,,,,,,,
h Cen,,h,{{Flamsteed}},,,,Cen,,HD 120955 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,SB*,317.9271499,29.13910226,4.8225,B5IVp ,,,,,,,,,,,,,,,,,,,,,,,,,,,
i Cen,,i,{{Flamsteed}},,,,Cen,,HD 119756 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,SB*,315.8526274,28.46327487,51.9074,F2V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
iot Cen,,Iota,{{Flamsteed}},,,,Cen,,HD 115892 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,PM*,309.4186485,25.79190355,56.0571,kA1.5hA3mA3Va ,,,,,,,,,,,,,,,,,,,,,,,,,,,
j Cen,,j,{{Flamsteed}},,,,Cen,,HD 102776 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,Be*,296.1765127,-1.729627152,4.5957,B3V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
J Cen,,j,{{Flamsteed}},,,,Cen,,HD 116087 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,** ,306.7067688,1.654528506,8.8824,B3V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
K Cen,,K,{{Flamsteed}},,,,Cen,,HD 117150 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,* ,308.9868656,11.25952139,7.1201,A1V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
kap Cen,,Kappa,{{Flamsteed}},,,,Cen,,HD 132200 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,bC*,326.8719848,14.75370432,8.51,B2IV ,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksi01 Cen,,Xi-1,{{Flamsteed}},,,,Cen,,HD 113314 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,* ,304.9518406,13.29695487,14.8276,A0V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksi02 Cen,,Xi-2,{{Flamsteed}},,,,Cen,,HD 113791 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,SB*,305.4864878,12.88873969,6.7962,B3V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
l Cen,,l,{{Flamsteed}},,,,Cen,,HD 110073 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,** ,300.5292364,22.83049861,9.738,B8II/III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
lam Cen,,Lambda,{{Flamsteed}},,,,Cen,,HD 100841 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,* ,294.4727154,-1.397360707,8.277,B9III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
m Cen,,m,{{Flamsteed}},,,,Cen,,HD 116243 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,* ,306.4250807,-1.885051029,12.8919,G5IIb ,,,,,,,,,,,,,,,,,,,,,,,,,,,
M Cen,,M,{{Flamsteed}},,,,Cen,,HD 119834 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,SB*,311.6338103,10.5036212,12.1389,G8/K0III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
mu. Cen,,Mu,{{Flamsteed}},,,,Cen,,HD 120324 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,Be*,314.2377102,19.11722886,7.3269,B2Vnpe ,,,,,,,,,,,,,,,,,,,,,,,,,,,
n Cen,,n,{{Flamsteed}},,,,Cen,,HD 111968 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,PM*,303.3457039,22.69122832,21.916,A4IV ,,,,,,,,,,,,,,,,,,,,,,,,,,,
N Cen,,N,{{Flamsteed}},,,,Cen,,HD 120642 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,Pu*,312.1409307,8.972500227,10.7449,B8V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
N Cen B,,N,{{Flamsteed}},,,,Cen,,HD 120641 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,PM*,312.1366289,8.975187557,10.6927,B8V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu. Cen,,Nu,{{Flamsteed}},,,,Cen,,HD 120307 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,bC*,314.4138497,19.88579827,8.0476,B2V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
omi01 Cen,,Omicron,{{Flamsteed}},,,,Cen,,HD 100261 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP*,292.9526826,1.877238522,0.3254,G3_0-Ia ,,,,,,,,,,,,,,,,,,,,,,,,,,,
omi02 Cen,,Omicron,{{Flamsteed}},,,,Cen,,HD 100262 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,sg*,292.9805198,1.808870025,0.4665,A2Ia ,,,,,,,,,,,,,,,,,,,,,,,,,,,
p Cen,,p,{{Flamsteed}},,,,Cen,,HD 111597 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,Pu*,302.7539758,28.87213985,7.9731,B9V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
phi Cen,,Phi,{{Flamsteed}},,,,Cen,,HD 121743 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,Pu*,315.9762049,19.07190785,7.1002,B2IV ,,,,,,,,,,,,,,,,,,,,,,,,,,,
pi. Cen,,Pi,{{Flamsteed}},,,,Cen,,HD 98718 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,** ,289.9556145,6.086338704,13.9598,B5Vn ,,,,,,,,,,,,,,,,,,,,,,,,,,,
psi Cen,,Psi,{{Flamsteed}},,,,Cen,,HD 125473 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,PM*,321.7205766,21.713394,13.2026,A0IV ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q Cen,,Q,{{Flamsteed}},,,,Cen,,HD 118991 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,** ,310.2503461,7.59590065,12.02,B8.5Vn+A2.5Va ,,,,,,,,,,,,,,,,,,,,,,,,,,,
r Cen,,r,{{Flamsteed}},,,,Cen,,HD 115310 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,RG*,309.2631743,31.05251517,12.5974,K0III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
rho Cen,,Rho,{{Flamsteed}},,,,Cen,,HD 105937 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,Pu*,296.7837128,10.02771777,12.4692,B3V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
sig Cen,,Sigma,{{Flamsteed}},,,,Cen,,HD 108483 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,** ,299.1034139,12.46709534,7.9249,B2V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau Cen,,Tau,{{Flamsteed}},,,,Cen,,HD 109787 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,PM*,300.5868696,14.26789211,24.2953,A1IVnn ,,,,,,,,,,,,,,,,,,,,,,,,,,,
tet Cen,,Theta,{{Flamsteed}},,,,Cen,,HD 123139 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,PM*,319.4535681,24.07603164,55.45,K0-IIIb ,,,,,,,,,,,,,,,,,,,,,,,,,,,
u Cen,,u,{{Flamsteed}},,,,Cen,,HD 108541 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,Pu*,298.046767,23.61171728,6.6483,B8/9V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
ups01 Cen,,Upsilon-1,{{Flamsteed}},,,,Cen,,HD 121790 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,Pu*,315.2861403,16.44912627,7.63,B2IV-V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
ups02 Cen,,Upsilon-2,{{Flamsteed}},,,,Cen,,HD 122223 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,SB*,315.5953182,15.53302621,4.9056,F7II/III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
v Cen,,v,{{Flamsteed}},,,,Cen,,HD 125288 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,* ,315.0529517,4.378997865,2.2511,B5II ,,,,,,,,,,,,,,,,,,,,,,,,,,,
w Cen,,w,{{Flamsteed}},,,,Cen,,HD 110458 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,PM*,301.4308383,14.03285003,16.8384,K0III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
x01 Cen,,x-1,{{Flamsteed}},,,,Cen,,HD 107832 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,* ,296.5599662,27.11428977,7.3671,B8/9V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
x02 Cen,,x-2,{{Flamsteed}},,,,Cen,,HD 108114 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,* ,296.9339067,27.38146045,7.1919,B9IV/V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
y Cen,,y,{{Flamsteed}},,,,Cen,,HD 120987 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,** ,316.8774576,25.51994932,19.13,F3V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
z Cen,,z,{{Flamsteed}},,,,Cen,,HD 119921 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,Pu*,315.28175,25.28527212,8.5328,A0V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
zet Cen,,Zeta,{{Flamsteed}},,,,Cen,,HD 121263 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,SB*,314.0687425,14.19250098,8.54,B2.5IV ,,,,,,,,,,,,,,,,,,,,,,,,,,,
AD Cen,,,,Y,,AD,Cen,,HD 307252  ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP?,295.551738,2.721244488,0.4919,K3II:          ,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL Cen,,,,Y,,AL,Cen,,HD 109576 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,Mi*,300.6282362,9.201323495,1.1982,M2:e ,,,,,,,,,,,,,,,,,,,,,,,,,,,
AW Cen,,,,Y,,AW,Cen,,HD 114790 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP*,305.9849837,5.768615715,1.4216,M4(III) ,,,,,,,,,,,,,,,,,,,,,,,,,,,
AY Cen,,,,Y,,AY,Cen,,HD 99325 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,cC*,292.5709743,0.38842495,0.561,K0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ Cen,,,,Y,,AZ,Cen,,HD 99355 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,cC*,292.7923751,-0.20641313,0.4847,F7V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB Cen,,,,Y,,BB,Cen,,HD 309218  ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,cC*,296.3847728,-0.71851408,0.3139,F5             ,,,,,,,,,,,,,,,,,,,,,,,,,,,
BF Cen,,,,Y,,BF,Cen,,HD 100915 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,294.0821549,0.106645545,0.5607,B8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
BH Cen,,,,Y,,BH,Cen,,HD 308826  ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,294.9522606,-1.674288651,0.4196,B5             ,,,,,,,,,,,,,,,,,,,,,,,,,,,
BK Cen,,,,Y,,BK,Cen,,HD 309120  ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,cC*,295.9623145,-1.051198148,0.3998,G5             ,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Cen,,,,Y,,CT,Cen,,HD 114297 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,305.4719423,4.499234394,1.6226,A3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
LP Cen,,,,Y,,LP,Cen,,HD 107622 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,297.1231317,20.77322476,2.5594,A9V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT Cen,,,,Y,,LT,Cen,,HD 99895 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,293.069672,0.402905072,1.1929,B9V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
LW Cen,,,,Y,,LW,Cen,,HD 101084 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,294.7556667,-1.655220395,0.4587,B1Ve ,,,,,,,,,,,,,,,,,,,,,,,,,,,
LZ Cen,,,,Y,,LZ,Cen,,HD 102893 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,295.5684572,1.204263085,0.4688,B2III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN Cen,,,,Y,,MN,Cen,,HD 99769 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,293.1270835,-0.137244176,0.5189,B2/3V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
MO Cen,,,,Y,,MO,Cen,,HD 308968  ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,294.7949929,0.097599456,0.3718,B5             ,,,,,,,,,,,,,,,,,,,,,,,,,,,
MP Cen,,,,Y,,MP,Cen,,HD 308976  ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,295.0128704,0.083466247,0.357,OB             ,,,,,,,,,,,,,,,,,,,,,,,,,,,
MQ Cen,,,,Y,,MQ,Cen,,HD 309074  ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,295.0628036,0.124679858,0.4211,B5             ,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR Cen,,,,Y,,MR,Cen,,HD 307002  ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,294.976515,0.874291431,0.2663,B8             ,,,,,,,,,,,,,,,,,,,,,,,,,,,
R Cen,,,,Y,,R,Cen,,HD 124601 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,Mi*,313.4185354,1.213339702,1.1082,M4-6e ,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR Cen,,,,Y,,RR,Cen,,HD 124689 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,SB*,314.1329454,3.145626309,9.349,A9/F0V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS Cen,,,,Y,,RS,Cen,,HD 98678 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,Mi*,292.4309091,-0.874126429,0.817,M1Ib-IIe ,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU Cen,,,,Y,,RU,Cen,,HD 105578 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,pA*,295.2461194,16.81709517,0.2042,G1Ie ,,,,,,,,,,,,,,,,,,,,,,,,,,,
RV Cen,,,,Y,,RV,Cen,,HD 118322 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,C* ,309.3086331,5.822723926,1.1569,C-N3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
RW Cen,,,,Y,,RW,Cen,,HD 96650 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,C* ,288.3442041,4.77279356,0.5901,C ,,,,,,,,,,,,,,,,,,,,,,,,,,,
RY Cen,,,,Y,,RY,Cen,,HD 130471 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,Mi*,325.1047331,15.20216775,0.7381,M4/5e ,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ Cen,,,,Y,,RZ,Cen,,HD 113016 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,304.0565427,-1.77805519,1.1871,B1/2III/V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
S Cen,,,,Y,,S,Cen,,HD 107957 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,C* ,298.450707,13.19758528,1.5635,C-R4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS Cen,,,,Y,,SS,Cen,,HD 114720 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,305.349756,-1.383670201,1.6925,B8V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST Cen,,,,Y,,ST,Cen,,HD 299698 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,287.6839343,7.350626922,2.3466,F8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
SU Cen,,,,Y,,SU,Cen,,HD 97264 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,286.0475003,11.71337577,2.0753,F0/3V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV Cen,,,,Y,,SV,Cen,,HD 102552 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,SB*,295.2064019,1.349954455,0.3875,B1/3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
SW Cen,,,,Y,,SW,Cen,,HD 106903 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,297.3684631,12.77347544,1.5231,B9V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
SX Cen,,,,Y,,SX,Cen,,HD 107439 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,RV*,297.8658307,13.36276945,0.496,B5III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZ Cen,,,,Y,,SZ,Cen,,HD 120359 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,SB*,310.6098124,3.488076451,1.9733,A6III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
T Cen,,,,Y,,T,Cen,,HD 119090 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,Mi*,314.801722,28.11185912,2.4007,K5-M4e ,,,,,,,,,,,,,,,,,,,,,,,,,,,
TU Cen,,,,Y,,TU,Cen,,HD 127773 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,Mi*,327.1857592,26.30099762,0.7517,M3/5e ,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Cen,,,,Y,,TV,Cen,,HD 106414 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,C* ,297.1010478,10.92075662,1.1784,C ,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW Cen,,,,Y,,TW,Cen,,HD 121714 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,Mi*,319.2637374,29.69130101,1.2951,M6-8Ib-II:e ,,,,,,,,,,,,,,,,,,,,,,,,,,,
U Cen,,,,Y,,U,Cen,,HD 109231 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,Mi*,300.3152497,8.121280087,0.8514,M3-5e ,,,,,,,,,,,,,,,,,,,,,,,,,,,
UX Cen,,,,Y,,UX,Cen,,HD 115977 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,C* ,306.2659561,-1.546170678,1.3267,C ,,,,,,,,,,,,,,,,,,,,,,,,,,,
UY Cen,,,,Y,,UY,Cen,,HD 115236 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,S* ,307.614225,17.93912184,1.5075,S6/8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
UZ Cen,,,,Y,,UZ,Cen,,HD 101602 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,cC*,294.9504044,-0.917738252,0.6388,F3Ib/II ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V Cen,,,,Y,,V,Cen,,HD 127297 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,cC*,316.4446015,3.307584025,1.3898,F5Ib/II ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V1000 Cen,,,,Y,,V1000,Cen,,HD 125087 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,EB*,314.7213332,3.928649757,1.2688,B8IV ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V1001 Cen,,,,Y,,V1001,Cen,,HD 125104 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,Ir*,315.0680181,4.908924417,1.4672,B4IV/V ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V1002 Cen,,,,Y,,V1002,Cen,,HD 125343 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP*,321.9596071,22.729441,5.7157,M5/6III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V1003 Cen,,,,Y,,V1003,Cen,,HD 125687 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP?,315.5323951,4.656347872,1.633,M5II ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V1004 Cen,,,,Y,,V1004,Cen,,HD 125747 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP*,321.7899505,20.86790497,0.8371,M1/2III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V1005 Cen,,,,Y,,V1005,Cen,,HD 126743 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP*,322.5748114,19.60259822,2.2566,M3/4III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V1006 Cen,,,,Y,,V1006,Cen,,HD 126640 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP*,314.6230534,-0.010940386,0.9753,M3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V1007 Cen,,,,Y,,V1007,Cen,,HD 127324 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP*,323.6294865,20.24647363,1.631,M2/3III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V1009 Cen,,,,Y,,V1009,Cen,,HD 127648 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,Or*,325.7283651,23.77314867,10.4152,G9IV ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V1011 Cen,,,,Y,,V1011,Cen,,HD 128193 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP?,314.8202494,-2.335777678,1.1825,M4/5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
V1013 Cen,,,,Y,,V1013,Cen,,HD 128735 ,,{{HR}},{{HIP}},{{SAO}},,{{Gaia}},,LP*,328.362582,25.82246649,1.162,M3III ,,,,,,,,,,,,,,,,,,,,,,,,,,,
